"","Member","Value","Direction","Mass","C","H","O","N","C13","S","P","Na","El_comp","Class","NeutralMass","Error_ppm","Candidates","MolForm","AI","AI_Mod","DBE","DBE_O","DBE_AI","GFE","kmass.CH2","kdefect.CH2","NOSC","OtoC_ratio","HtoC_ratio","NtoC_ratio","PtoC_ratio","NtoP_ratio","bs1_class","bs2_class","bs3_class"
"55","565.0239505",9.05718148577624,"Sig. High",565.0239505,30,14,10,0,0,1,0,0,"CHOS",NA,566.0312805,0.813178412,NA,"C30H14O10S",0.684210526315789,0.75,24,14,13,52.7,564.393039709182,0.606960290817824,0.266666666666667,0.333333333333333,0.466666666666667,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"56","493.0179614",9.19898891738032,"Sig. High",493.0179614,31,10,5,0,0,1,0,0,"CHOS",NA,494.0252914,0.69712479,NA,"C31H10O5S",0.84,0.854545454545454,27,22,21,58.4612903225806,492.467453139883,0.532546860117122,0.064516129032258,0.161290322580645,0.32258064516129,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"57","703.51538",10.3201166087224,"Sig. High",703.51538,42,72,8,0,0,0,0,0,"CHO",NA,704.52271,-0.089178103,NA,"C42H72O8",0,0.0789473684210526,7,-1,-1,98.3,702.729828441778,0.270171558222387,-1.33333333333333,0.19047619047619,1.71428571428571,0,0,NA,"Lipid","Lipid","Other"
"58","481.4261243",11.2712798801779,"Sig. High",481.4261243,30,58,4,0,0,0,0,0,"CHO",NA,482.4334543,-0.227119714,NA,"C30H58O4",0,0,2,-2,-2,107.8,480.888559588745,0.111440411254534,-1.66666666666667,0.133333333333333,1.93333333333333,0,0,NA,"Lipid","Lipid","Other"
"59","445.316925",6.58217053591236,"Sig. High",445.316925,24,46,7,0,0,0,0,0,"CHO",NA,446.324255,-0.341397458,NA,"C24H46O7",0,0,2,-5,-5,98.3,444.819680143268,0.180319856731558,-1.33333333333333,0.291666666666667,1.91666666666667,0,0,NA,"Lipid","Lipid","Other"
"60","463.3274915",6.8024047890013,"Sig. High",463.3274915,24,48,8,0,0,0,0,0,"CHO",NA,464.3348215,-0.324203846,NA,"C24H48O8",0,0,1,-7,-7,98.3,462.810135883816,0.189864116184424,-1.33333333333333,0.333333333333333,2,0,0,NA,"Protein","Protein","Other"
"61","763.178952",9.80140419706785,"Sig. High",763.178952,27,40,25,0,0,0,0,0,"CHO",NA,764.186282,0.473212102,NA,"C27H40O25",0,0,8,-17,-17,49.7444444444444,762.326779564273,0.673220435727217,0.37037037037037,0.925925925925926,1.48148148148148,0,0,NA,"Carbohydrate","Tannin","Other"
"62","821.220848",7.40437557211453,"Sig. High",821.220848,30,46,26,0,0,0,0,0,"CHO",NA,822.228178,0.477736258,NA,"C30H46O26",0,0,8,-18,-18,54.6,820.303865464677,0.69613453532304,0.2,0.866666666666667,1.53333333333333,0,0,NA,"Carbohydrate","Carbohydrate","Other"
"63","562.072184",8.48205830195356,"Sig. High",562.072184,17,25,18,1,0,1,0,0,"CHNOS",NA,563.079514,0.403941376,NA,"C17H25O18NS",0,0,6,-12,-14,33.4764705882353,561.444569178026,0.555430821974028,0.941176470588236,1.05882352941176,1.47058823529412,0.0588235294117647,0,NA,"Other","Tannin","Other"
"64","700.160861",7.71109716242297,"Sig. High",700.160861,22,39,22,1,0,1,0,0,"CHNOS",NA,701.168191,-0.434253714,NA,"C22H39O22NS",0,0,4,-18,-20,47.3454545454545,699.379055127661,0.620944872339237,0.454545454545455,1,1.77272727272727,0.0454545454545455,0,NA,"Carbohydrate","Carbohydrate","Other"
"65","644.1708335",6.29859402945272,"Sig. High",644.1708335,20,39,20,1,0,1,0,0,"CHNOS",NA,645.1781635,-0.779227628,NA,"C20H39O20NS",0,0,2,-18,-20,51.75,643.451546592559,0.548453407441002,0.3,1,1.95,0.05,0,NA,"Carbohydrate","Carbohydrate","Other"
"66","660.1657647",8.88153943412786,"Sig. High",660.1657647,20,39,21,1,0,1,0,0,"CHNOS",NA,661.1730947,-0.7353536,NA,"C20H39O21NS",0,0,2,-19,-21,48.9,659.428617709489,0.571382290510996,0.4,1.05,1.95,0.05,0,NA,"Other","Carbohydrate","Other"
"67","658.1688324",6.25323135074767,"Sig. High",658.1688324,20,37,23,1,0,0,0,0,"CHNO",NA,659.1761624,0.716587468,NA,"C20H37O23N",0,0,3,-20,-21,43.2,657.433915201935,0.566084798065049,0.6,1.15,1.85,0.05,0,NA,"Other","Carbohydrate","Other"
"68","659.142423",5.81995446290364,"Sig. High",659.142423,22,32,21,2,0,0,0,0,"CHNO",NA,660.149753,-0.237664255,NA,"C22H32O21N2",0,0,8,-13,-15,39.5727272727273,658.406418681973,0.593581318026622,0.727272727272727,0.954545454545455,1.45454545454545,0.0909090909090909,0,NA,"Other","Tannin","Other"
"69","547.0899401",5.00678855453233,"Sig. High",547.0899401,16,24,19,2,0,0,0,0,"CHNO",NA,548.0972701,-0.200804969,NA,"C16H24O19N2",0,0,6,-13,-15,24.675,546.47905458541,0.520945414590074,1.25,1.1875,1.5,0.125,0,NA,"Other","Carbohydrate","Other"
"70","647.2000615",6.24365207720593,"Sig. High",647.2000615,19,40,22,2,0,0,0,0,"CHNO",NA,648.2073915,0.10330731,NA,"C19H40O22N2",0,0,1,-21,-23,45.3,646.477392129512,0.522607870487718,0.526315789473684,1.15789473684211,2.10526315789474,0.105263157894737,0,NA,"Other","Carbohydrate","Other"
"71","677.210301",5.99867883585487,"Sig. High",677.210301,20,42,23,2,0,0,0,0,"CHNO",NA,678.217631,-0.380715437,NA,"C20H42O23N2",0,0,1,-22,-24,46.05,676.454121927988,0.545878072012442,0.5,1.15,2.1,0.1,0,NA,"Other","Carbohydrate","Other"
"72","613.157642",5.07899378728299,"Sig. High",613.157642,18,34,21,2,0,0,0,0,"CHNO",NA,614.164972,-0.79409878,NA,"C18H34O21N2",0,0,3,-18,-20,38.1333333333333,612.472984699247,0.527015300753078,0.777777777777778,1.16666666666667,1.88888888888889,0.111111111111111,0,NA,"Other","Carbohydrate","Other"
"73","641.152636",5.21289875588751,"Sig. High",641.152636,19,34,22,2,0,0,0,0,"CHNO",NA,642.159966,-0.635869247,NA,"C19H34O22N2",0,0,4,-18,-20,36.3,640.436719238851,0.563280761149144,0.842105263157895,1.15789473684211,1.78947368421053,0.105263157894737,0,NA,"Other","Carbohydrate","Other"
"74","673.179228",5.11339043542115,"Sig. High",673.179228,20,38,23,2,0,0,0,0,"CHNO",NA,674.186558,-0.046100001,NA,"C20H38O23N2",0,0,3,-20,-22,40.35,672.427550060111,0.572449939888656,0.7,1.15,1.9,0.1,0,NA,"Other","Carbohydrate","Other"
