Member,Value,Direction,Domain,Phylum,Class,Order,Family,Genus,Species
20120700_S1X_2,0.465194557,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Fen-455,s__Fen-455 sp003139355
20120700_S2X_13,-0.640561787,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__BOG-1460,s__BOG-1460 sp003159675
20120700_S3D_8,2.452785811,Sig. High,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__GWA1-40-21,g__Bog-1340,s__Bog-1340 sp003142075
20120700_S3X_18,0.449823176,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Bog-793,s__Bog-793 sp003159795
20120700_S3X_7,-0.467237527,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003166055
20120800_E1D_12,-0.198983229,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1137,s__Fen-1137 sp003142855
20120800_E1D_14,-0.500404933,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003142015
20120800_E1D_15,-0.707177589,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Fen-1467,s__Fen-1467 sp003142955
20120800_E1D_18,-0.544917075,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003142935
20120800_E1D_19,-0.928042103,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__Fen-1039 sp003141955
20120800_E1D_21,-0.413014291,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__PALSA-1440,s__
20120800_E1D_7,-0.286970564,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120800_E1D_8,-0.976738173,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120800_E1X_12,3.1284158,Sig. High,d__Bacteria,p__Omnitrophota,c__Omnitrophia,o__Omnitrophales,f__UBA2337,g__XYB12-FULL-50-7,s__
20120800_E1X_14,0.710868498,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Gallionellaceae,g__Sideroxydans,s__
20120800_E1X_20,2.5058809,Sig. High,d__Bacteria,p__Omnitrophota,c__Koll11,o__UBA1560,f__2-01-FULL-45-10,g__FEN-1320,s__FEN-1320 sp003142795
20120800_E1X_21,1.54848448,High,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__UBA11359,g__C7867-002,s__
20120800_E1X_6,-0.459756123,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__,s__
20120800_E1X_7,-0.588964306,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__PALSA-1440,s__
20120800_E2D_10,-0.85254102,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003141715
20120800_E2D_13,1.994705829,High,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__Anaerohalophaeraceae,g__Fen-1362,s__
20120800_E2D_18,-0.849751339,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__,s__
20120800_E2D_20,1.0905375,High,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prolixibacteraceae,g__UBA6024,s__
20120800_E2D_22,2.321464171,Sig. High,d__Bacteria,p__Margulisbacteria,c__WOR-1,o__,f__,g__,s__
20120800_E2D_3,2.2188214,Sig. High,d__Bacteria,p__Margulisbacteria,c__WOR-1,o__,f__,g__,s__
20120800_E2D_4,0.621430555,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA10428,g__UBA10428,s__
20120800_E2X_11,-0.767980972,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__
20120800_E2X_13,0.473392247,Insignificant,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Melioribacteraceae,g__,s__
20120800_E2X_14,-0.810880275,Insignificant,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA10030,g__Fen-1298,s__Fen-1298 sp003142575
20120800_E2X_16,-0.882699631,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003141415
20120800_E2X_21,1.906431118,High,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__Anaerohalophaeraceae,g__UBA12454,s__UBA12454 sp003142595
20120800_E2X_3,3.04375295,Sig. High,d__Bacteria,p__Patescibacteria,c__UBA1384,o__,f__,g__,s__
20120800_E2X_6,1.195423598,High,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Methylomirabilales,f__2-02-FULL-66-22,g__2-02-FULL-66-22,s__
20120800_E3D_2,-0.780516874,Insignificant,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA10030,g__Fen-1298,s__Fen-1298 sp003142475
20120800_E3D_4,-0.901792401,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003141525
20120800_E3D_5,1.53280048,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA9339,f__UBA9339,g__FEN-1226,s__FEN-1226 sp003142435
20120800_E3D_7,-0.854089267,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__,s__
20120800_E3S_10,0.199488492,Insignificant,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Fen-181,g__FEN-299,s__
20120800_E3S_15,-0.677714913,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003141495
20120800_E3S_17,-0.439540644,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__UBA2185,g__Fen-1135,s__Fen-1135 sp003142295
20120800_E3S_18,0.797059189,Insignificant,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__UBA5629,g__UBA1162,s__UBA1162 sp003142375
20120800_E3S_6,-0.503343713,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Fen-178,s__Fen-178 sp003142355
20120800_E3X_14,-0.89744496,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003142255
20120800_E3X_15,1.222109136,High,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__FEN-1251,s__FEN-1251 sp003141205
20120800_E3X_22,-0.84797175,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__,s__
20120800_E3X_23,2.66516542,Sig. High,d__Bacteria,p__Omnitrophota,c__Koll11,o__UBA1560,f__2-01-FULL-45-10,g__FEN-1322,s__FEN-1322 sp003140915
20120800_E3X_26,2.40482489,Sig. High,d__Bacteria,p__Omnitrophota,c__Koll11,o__UBA6215,f__UBA6215,g__2-02-FULL-50-19,s__
20120800_E3X_27,-0.562714799,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003170825
20120800_E3X_28,0.165339937,Insignificant,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__Fen-1301,s__
20120800_E3X_29,1.23507264,High,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__UBA9973,g__UBA9973,s__
20120800_E3X_3,-0.69155082,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Fen-1467,s__Fen-1467 sp003142615
20120800_E3X_6,3.191380149,Sig. High,d__Bacteria,p__Caldisericota,c__Caldisericia,o__Cryosericales,f__Cryosericaceae,g__Cryosericum,s__Cryosericum terrychapinii
20120800_P2D_5,1.292203649,High,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Palsa-1248,s__Palsa-1248 sp003152485
20120800_S3X_7,0.136962731,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Granulicella_A,s__Granulicella_A sp003138795
20130700_C1D_10,0.150328634,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1137,s__
20130700_C1D_14,-0.757474954,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__UBA2241,f__UBA2241,g__Bog-752,s__
20130700_C1D_16,-0.706419517,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Fen-549,s__
20130700_C1D_18,0.710203622,Insignificant,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__UBA6107,s__
20130700_C1D_19,-0.62119419,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__
20130700_C1D_3,-0.892762666,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__
20130700_C1D_5,-0.403713689,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1118,s__
